"","n","mean","sd","median","trimmed","range","skew","kurtosis","se","IRT_difficulty","Chisq","df","p_value","outfitMSQ","infitMSQ","outfitZ","infitZ"
"FN_17c",39,0.205128205128205,0.409073869245305,0,0.151515151515152,1,1.40468996540272,-0.0255455875803259,0.0655042434521544,1.35454566280531,24.6311434846572,36,0.924134135472177,0.66570658066641,0.775148507053937,-1.30735493657463,-1.08132220664978
"FN_19b",40,0.6,0.496138938356834,1,0.625,1,-0.393035065229554,-1.8909375,0.0784464540552736,-0.405465108108164,38.1657655799055,39,0.507750870780132,0.954144139497638,0.937846554205896,-0.272688431326264,-0.501428911455158
"FN_20a",39,0.205128205128205,0.409073869245305,0,0.151515151515152,1,1.40468996540272,-0.0255455875803259,0.0655042434521544,1.35454566280531,44.750672545501,36,0.150318459414944,1.20947763636489,1.11181233022197,0.847728973495018,0.580384772230519
"FN_20b",40,0.625,0.49029033784546,1,0.65625,1,-0.497154402575296,-1.795875,0.0775217091182553,-0.51082562376599,44.5918251859189,37,0.182769990375263,1.17346908383997,1.17767333207113,1.15688871241322,1.42072836248567
"FN_24b",40,0.575,0.500640615253123,1,0.59375,1,-0.292125719616368,-1.96184942455243,0.0791582316693952,-0.302280871872933,44.3796028569978,39,0.255295149244819,1.10949007142494,1.06488121418921,0.88422190357979,0.649367242972406
"FN_24c",39,0.256410256410256,0.442359030054757,0,0.212121212121212,1,1.07308243577209,-0.86881588791403,0.0708341348016772,1.06471073699243,33.7930271030651,36,0.573986016566719,0.913325056839597,1.00368772452707,-0.193731901261956,0.0829984592276252
"FN_27a",39,0.666666666666667,0.477566932940919,1,0.696969696969697,1,-0.680085454799494,-1.57593688362919,0.0764719112901873,-0.693147180559945,34.3390018389544,37,0.594450743227452,0.903657943130379,0.942016266551435,-0.438609828009936,-0.345942363848004
"FN_27b",39,0.82051282051282,0.388776411984472,1,0.878787878787879,1,-1.60655087827832,0.598302338686952,0.0622540490940394,-1.51982575374441,25.7866502177849,36,0.896232803147112,0.696936492372566,0.87781787051688,-0.731857881116738,-0.385695738356218
"II_13a",39,0.666666666666667,0.477566932940919,1,0.696969696969697,1,-0.680085454799494,-1.57593688362919,0.0764719112901873,-0.693147180559945,36.6491818138425,38,0.531893496322713,0.939722610611347,0.956019536973563,-0.383158513469845,-0.325588778682232
"II_13b",38,0.236842105263158,0.430851484182746,0,0.1875,1,1.18942464578782,-0.598972097515416,0.0698933400604233,1.17007125265025,30.825951609725,35,0.66989613533233,0.856276433603473,0.936385988733233,-0.434731846101798,-0.286912483149044
"II_20b",40,0.175,0.384807644254793,0,0.09375,1,1.64692674239178,0.732540584415583,0.0608434308444476,1.55059741241117,47.3828391929933,36,0.097087470534897,1.2806172754863,1.16429772791167,0.880423019597816,0.731636197396322
"II_24b",40,0.325,0.474341649025257,0,0.28125,1,0.719418167688306,-1.51854166666667,0.075,0.730887508542792,36.1959461626083,37,0.50654955670565,0.952524899016008,0.959573533812677,-0.279081698156231,-0.289680634835405
"II_26",38,0.236842105263158,0.430851484182746,0,0.1875,1,1.18942464578782,-0.598972097515416,0.0698933400604233,1.17007125265025,36.8612244568428,35,0.382822248927182,1.02392290157897,1.00925664555893,0.178444361404978,0.111601266662259
"II_38",40,0.25,0.438529009653515,0,0.1875,1,1.11167103947166,-0.781875,0.0693375245281536,1.09861228866811,35.6952467224898,38,0.576503951921528,0.915262736474098,0.924642717022444,-0.330831082778568,-0.390419140494117
"LF_13a",34,0.411764705882353,0.499554168435642,0,0.392857142857143,1,0.342866274848581,-1.93683885318833,0.0856728330887552,0.356674943938733,17.8089765014571,24,0.812175397095056,0.712359060058286,0.832922674562772,-0.875805654198411,-1.0352856286688
"LF_18a",37,0.405405405405405,0.497742652128334,0,0.387096774193548,1,0.369821567576433,-1.91275649113487,0.0818283879485809,0.382992252256106,63.3820749671662,30,0.00035191514888557,2.04458306345697,1.64739778529271,2.54487521587318,2.95058960691509
"LF_26a2",36,0.25,0.43915503282684,0,0.2,1,1.10692369385366,-0.794495884773663,0.07319250547114,1.09861228866811,25.3804414985218,27,0.553150667433107,0.906444339232922,1.00441544714725,-0.152696138207166,0.0939268791564057
"LF_26b2",39,0.307692307692308,0.467571900119518,0,0.272727272727273,1,0.801488394791766,-1.39133610928483,0.074871425137275,0.810930216216329,33.6516146629685,30,0.294973977345531,1.08553595686995,1.06971131543675,0.422049134280659,0.428124473642499
"LF_27a",39,0.384615384615385,0.492864058090144,0,0.363636363636364,1,0.456215192232159,-1.83701512163051,0.078921411698858,0.470003629245735,25.9751074453,32,0.764707038959438,0.787124468039395,0.838246697032206,-1.02070260315645,-1.14722163546323
"LF_28a2",33,0.0909090909090909,0.291937104060571,0,0,1,2.71766904143659,5.55684113865932,0.0508197267613589,2.30258509299405,30.8644202894728,26,0.233357511516187,1.14312667738788,1.15326339653457,0.428168864754682,0.524956967194591
"LF_31b",36,0.0555555555555556,0.232310684145723,0,0,1,3.7200076873008,12.1790577342048,0.0387184473576205,2.83321334405622,4.11595184789061,32,0.999999999281788,0.124725813572443,0.42971617690388,-0.920937622259117,-1.41439075880701
"LF_33b",38,0.421052631578947,0.500355492401824,0,0.40625,1,0.307260766640893,-1.95497828003022,0.0811683790480063,0.318453731118535,26.7640720461379,32,0.728868082089185,0.811032486246605,0.796318271716311,-0.801498143782564,-1.19733066802705
"LF_34b",35,0.2,0.405839724956714,0,0.137931034482759,1,1.43617567974478,0.0669387755102044,0.0685994340570035,1.38629436111989,14.1719960817848,24,0.942669821172358,0.566879843271394,0.717001318445572,-1.15558850742502,-1.10048290596144
"LF_39",39,0.0769230769230769,0.269952762399508,0,0,1,3.05408096720356,7.52224413762876,0.0432270374576166,2.484906649788,40.0988012604065,26,0.0381498549299064,1.48514078742246,1.25765868982097,0.797728566295623,0.728513366063341
"LF_6b",40,0.2,0.405095746833467,0,0.125,1,1.44410304125087,0.0895312500000003,0.0640512615220349,1.38629436111989,17.867282601279,32,0.979225459575225,0.541432806099363,0.636933950949044,-1.13667594877693,-1.6000151407544
"LP_15c",40,0.5,0.506369683541833,0.5,0.5,1,0,-2.049375,0.0800640769025436,0,48.12727909529,38,0.125680569301778,1.23403279731513,1.18735250154401,2.22113414313217,2.10024457932432
"LP_16d",38,0.421052631578947,0.500355492401824,0,0.40625,1,0.307260766640893,-1.95497828003022,0.0811683790480063,0.318453731118535,35.8201012935898,36,0.477087159046047,0.968110845772697,1.01471884089735,-0.1709110036489,0.189886630087816
"ME_10",42,0.380952380952381,0.49150743499232,0,0.352941176470588,1,0.472884614367038,-1.81797815279958,0.0758412437505901,0.485507815781701,40.0480421599253,41,0.512804977350451,0.953524813331554,0.861687345531611,-0.244988419863312,-1.18923841707326
"ME_17a",40,0.65,0.483045891539648,1,0.6875,1,-0.605532528322916,-1.67330357142857,0.0763762615825973,-0.619039208406224,42.9303824327321,39,0.306475887233766,1.0732595608183,1.11369563430409,0.514539173155365,0.954119557199769
"ME_17b",39,0.435897435897436,0.502356122102941,0,0.424242424242424,1,0.248663869572414,-1.9871636658967,0.0804413583850269,0.2578291093021,30.955718860847,38,0.784171941483134,0.793736381047359,0.809933057737292,-1.59776151270156,-1.93243874282698
"ME_17c",39,0.692307692307692,0.467571900119518,1,0.727272727272727,1,-0.801488394791766,-1.39133610928483,0.074871425137275,-0.810930216216329,31.6789541128146,38,0.755536664718304,0.812280874687554,0.880299061991435,-0.988802244915277,-0.861384121185683
"ME_17d",40,0.55,0.503831473655779,1,0.5625,1,-0.193517088745061,-2.01096590909091,0.0796627506815691,-0.200670695462151,31.018542499127,39,0.815148236281846,0.775463562478175,0.806547754215556,-1.94647313702212,-2.16999916999936
"ME_17e",40,0.275,0.452202586776303,0,0.21875,1,0.970250973413919,-1.08384992163009,0.0714995069016527,0.969400557188103,41.0519659043496,39,0.380702058651474,1.02629914760874,0.938120629980855,0.196032789957081,-0.323329071446344
"ME_27b",40,0.55,0.503831473655779,1,0.5625,1,-0.193517088745061,-2.01096590909091,0.0796627506815691,-0.200670695462151,31.478480432742,39,0.798608525876685,0.78696201081855,0.820642780588198,-1.86463545772461,-1.93584091849169
"ME_30",40,0.35,0.483045891539648,0,0.3125,1,0.605532528322916,-1.67330357142857,0.0763762615825973,0.619039208406224,35.184790389689,39,0.644580573909312,0.879619759742224,0.90024413694787,-0.773133211901338,-0.786685269043078
"ME_38a",40,0.2,0.405095746833467,0,0.125,1,1.44410304125087,0.0895312500000003,0.0640512615220349,1.38629436111989,30.7535525580782,39,0.824353887784651,0.768838813951954,0.862417239874522,-0.744395266948833,-0.548914315666757
"ME_5b",40,0.35,0.483045891539648,0,0.3125,1,0.605532528322916,-1.67330357142857,0.0763762615825973,0.619039208406224,33.914664649649,39,0.700728394516327,0.847866616241225,0.90012226075768,-0.898968909518003,-0.81044579174269
"ME_65a",42,0.738095238095238,0.44500061986933,1,0.794117647058823,1,-1.0446111464884,-0.929224769086519,0.0686650863810451,-1.03609193168678,32.8489011933039,41,0.814027338948842,0.782116695078665,0.846893290257692,-1.14219187430074,-0.917322244426674
"ME_65b",40,0.5,0.506369683541833,0.5,0.5,1,0,-2.049375,0.0800640769025436,0,40.8080791298305,39,0.390915408627894,1.02020197824576,1.03377810577222,0.238414115438043,0.424892896860769
"ME_66a",40,0.45,0.503831473655779,0,0.4375,1,0.193517088745061,-2.01096590909091,0.0796627506815691,0.200670695462151,33.2772913885056,39,0.727792100446617,0.831932284712639,0.872067274476519,-1.29785769809176,-1.27819394998126
"ME_66b",40,0.4,0.496138938356834,0,0.375,1,0.393035065229554,-1.8909375,0.0784464540552736,0.405465108108164,37.2839944688816,39,0.548300823896074,0.932099861722041,0.943927825591637,-0.524827327495865,-0.547754856928636
"ME_69b",26,0.153846153846154,0.36794648440312,0,0.0909090909090909,1,1.80917742549611,1.32860408821947,0.072160242458822,1.70474809223843,20.3895257399895,17,0.254791978402558,1.13275142999942,0.964785661778955,0.417904179320788,-0.0311614117978418
"ME_6b",40,0.775,0.42290206176626,1,0.84375,1,-1.26802408519916,-0.400262096774194,0.0668666871181297,-1.23676262714893,40.7237199046352,39,0.394475638189664,1.01809299761588,1.09364944505928,0.158086653212952,0.507513202732398
"ME_72",40,0.675,0.474341649025257,1,0.71875,1,-0.719418167688307,-1.51854166666667,0.075,-0.730887508542792,39.5736179119205,39,0.444283305072305,0.989340447798011,1.02544836877756,0.0234170204731008,0.230087739995362
"ME_73",43,0.651162790697674,0.482242822170412,1,0.685714285714286,1,-0.612336234662896,-1.66208761492699,0.0735413409341484,-0.624154309072994,43.5018098736151,42,0.407277027469625,1.01166999706082,1.00418797497266,0.128316573622243,0.0746782282427736
"ME_78b",40,0.075,0.266746782836918,0,0,1,3.10687908279919,7.85082770270271,0.0421763696143487,2.51230562397611,36.0137669222842,39,0.606841024887583,0.900344173057106,0.996650680667734,0.0305839621251038,0.14910036269869
"ME_79",40,0.325,0.474341649025257,0,0.28125,1,0.719418167688306,-1.51854166666667,0.075,0.730887508542792,33.1191675413023,39,0.734365159410853,0.827979188532557,0.874609183359457,-0.964748944650929,-0.895884322908003
